Airline,Source_Airport,Destination_Airport,Route,Stops_Number,Price,Day,Month,Dep_hour,Arr_hour,Sum_Duration
5,3,11,4.0,1,2400,7,6,4,11,8.17
25,3,11,104.0,1,2600,7,6,10,18,9.0
44,3,11,22.0,1,2700,7,6,6,13,8.25
15,3,23,37.0,1,4200,7,6,6,12,6.5
22,3,28,18.0,1,400,6,7,5,10,6.33
46,3,28,18.0,1,400,6,7,12,17,6.17
22,3,11,18.0,1,500,6,7,15,23,9.25
2,3,11,5.0,1,600,6,7,5,10,6.75
7,3,11,94.0,1,600,6,7,5,11,7.0
2,3,23,5.0,1,700,6,7,5,10,5.92
5,3,23,11.0,1,700,6,7,16,23,7.5
48,3,11,86.0,1,700,6,7,13,20,8.5
5,3,23,11.0,1,800,6,7,7,14,7.33
42,3,11,68.0,1,800,6,7,4,12,9.0
29,3,23,94.0,1,900,6,7,6,13,7.67
42,3,11,68.0,1,1000,6,7,10,17,7.5
42,3,11,68.0,1,1000,6,7,10,18,8.83
5,3,28,11.0,1,1000,6,7,16,23,7.58
42,3,28,68.0,1,1000,6,7,4,10,6.42
12,3,23,9.0,1,1100,6,7,16,22,7.33
39,3,23,75.0,1,900,6,7,9,17,9.08
29,3,23,94.0,1,1000,6,7,5,13,9.42
45,3,11,6.0,1,1000,6,7,5,13,9.33
25,3,11,104.0,1,1000,6,7,10,18,9.0
29,3,23,94.0,1,1100,6,7,16,0,9.67
25,3,28,104.0,1,1200,6,7,10,18,8.83
24,3,11,4.0,1,1200,6,7,4,11,8.17
24,3,11,4.0,1,1200,6,7,4,13,9.92
8,2,11,3.0,1,1200,6,7,11,19,9.58
8,2,11,3.0,1,1300,6,7,12,19,8.75
24,3,23,4.0,1,1300,6,7,4,13,9.58
42,3,23,68.0,1,1300,6,7,4,10,6.92
42,3,23,68.0,1,1300,6,7,10,17,8.25
12,3,28,9.0,1,1300,6,7,4,11,7.58
24,3,11,4.0,1,1300,6,7,4,11,8.17
45,3,11,6.0,1,1400,6,7,5,13,9.33
9,3,23,37.0,1,1600,6,7,6,12,6.92
9,3,11,37.0,1,1600,6,7,15,22,7.92
9,3,11,37.0,1,1600,6,7,6,15,9.83
27,3,11,26.0,1,1600,6,7,17,23,7.25
27,3,28,26.0,1,1600,6,7,17,23,7.25
27,3,11,26.0,1,1600,6,7,7,13,7.42
11,3,11,22.0,1,1600,6,7,7,15,9.5
27,3,23,19.0,1,1600,6,7,16,22,6.75
27,3,11,19.0,1,1600,6,7,4,10,6.83
27,3,28,19.0,1,1600,6,7,16,22,7.0
27,3,23,19.0,1,1600,6,7,8,14,7.17
27,3,11,19.0,1,1600,6,7,16,22,7.42
27,3,23,83.0,2,1600,6,7,7,14,7.92
23,3,11,6.0,1,1500,6,7,5,13,9.33
34,3,11,38.0,1,1500,6,7,4,13,10.0
5,3,11,4.0,1,1600,6,7,4,13,9.92
27,3,28,19.0,1,1600,6,7,4,13,9.67
27,3,11,19.0,1,1600,6,7,4,13,9.83
27,3,11,59.0,2,1700,6,7,4,13,9.83
44,3,11,22.0,1,2100,6,7,6,13,8.25
25,3,28,104.0,1,4300,6,7,10,18,8.83
25,3,11,104.0,1,5200,6,7,10,18,9.0
9,3,28,37.0,1,1800,6,7,6,14,9.33
5,3,11,29.0,2,4400,6,7,4,13,9.58
5,3,23,11.0,1,600,7,7,16,23,7.5
22,3,28,18.0,1,600,7,7,5,10,6.33
2,3,11,5.0,1,600,7,7,5,10,6.75
2,3,23,5.0,1,700,7,7,5,10,6.67
7,3,23,94.0,1,1000,7,7,6,11,6.5
22,3,11,18.0,1,700,7,7,15,23,9.25
35,3,11,91.0,1,800,7,7,5,14,9.67
42,3,11,68.0,1,800,7,7,4,11,7.42
42,3,11,68.0,1,800,7,7,10,18,9.0
29,3,23,94.0,1,900,7,7,5,13,9.42
42,3,11,68.0,1,1000,7,7,10,17,7.5
42,3,11,68.0,1,1000,7,7,4,12,9.0
42,3,11,68.0,1,1000,7,7,7,15,9.17
12,3,23,9.0,1,1000,7,7,16,22,7.33
42,3,28,68.0,1,1000,7,7,10,17,8.0
29,3,23,94.0,1,1100,7,7,6,13,7.67
42,3,23,68.0,1,1300,7,7,4,10,6.92
14,3,11,91.0,1,900,7,7,5,14,9.67
42,3,11,68.0,1,1100,7,7,0,9,9.83
42,3,23,68.0,1,1300,7,7,10,17,8.25
12,3,28,9.0,1,1300,7,7,4,11,7.58
48,3,28,10.0,1,1400,7,7,12,20,9.42
2,3,28,5.0,1,1400,7,7,10,17,8.42
34,3,11,38.0,1,1500,7,7,4,13,10.0
9,3,11,37.0,1,1600,7,7,15,22,8.17
27,3,11,26.0,1,1600,7,7,17,23,7.25
27,3,28,26.0,1,1600,7,7,17,23,7.25
27,3,23,19.0,1,1600,7,7,16,22,6.75
27,3,11,19.0,1,1600,7,7,4,10,6.83
27,3,11,19.0,1,1600,7,7,16,22,7.42
45,3,11,6.0,1,1600,7,7,5,13,9.25
31,3,11,26.0,1,1700,7,7,8,14,7.33
11,3,11,22.0,1,1700,7,7,7,15,9.5
27,3,11,19.0,1,1600,7,7,4,13,9.83
24,3,23,4.0,1,1700,7,7,4,13,9.58
5,3,11,4.0,1,1700,7,7,4,13,9.92
27,3,11,59.0,2,1800,7,7,4,13,9.83
45,3,11,6.0,1,2000,7,7,5,13,9.25
23,3,11,6.0,1,2100,7,7,5,13,9.25
9,3,23,37.0,1,2600,7,7,6,12,6.92
9,3,28,37.0,1,2600,7,7,6,14,9.33
44,3,11,22.0,1,2700,7,7,6,13,8.25
27,3,11,26.0,1,2900,7,7,7,13,7.42
27,3,28,26.0,1,3100,7,7,7,12,6.58
29,3,23,94.0,1,600,6,8,6,13,7.67
42,3,11,68.0,1,600,6,8,14,22,8.67
2,3,11,5.0,1,800,6,8,5,10,6.75
7,3,11,94.0,1,800,6,8,5,11,7.0
7,3,11,94.0,1,900,6,8,9,16,7.83
5,3,23,11.0,1,1000,6,8,16,23,7.5
22,3,28,18.0,1,1100,6,8,5,10,6.33
42,3,11,68.0,1,1000,6,8,4,11,7.42
42,3,28,68.0,1,1000,6,8,10,17,8.0
42,3,11,68.0,1,1100,6,8,10,17,7.5
42,3,11,68.0,1,1100,6,8,10,18,8.83
42,3,11,68.0,1,1100,6,8,4,12,9.0
22,3,11,18.0,1,1100,6,8,15,23,9.25
12,3,28,9.0,1,1200,6,8,4,11,7.58
42,3,23,68.0,1,1300,6,8,4,10,6.92
42,3,23,68.0,1,1300,6,8,10,17,8.25
7,3,23,94.0,1,1300,6,8,5,12,7.42
9,3,23,37.0,1,1600,6,8,6,12,6.92
29,3,23,94.0,1,1100,6,8,5,13,9.42
42,3,11,68.0,1,1300,6,8,0,9,9.83
24,3,11,4.0,1,1400,6,8,4,11,8.17
24,3,11,4.0,1,1400,6,8,4,13,9.92
24,3,11,4.0,1,1500,6,8,4,11,8.17
34,3,11,38.0,1,1500,6,8,4,13,10.0
9,3,11,37.0,1,1600,6,8,15,22,7.92
9,3,11,37.0,1,1600,6,8,6,15,9.83
27,3,11,26.0,1,1600,6,8,7,13,7.42
27,3,28,26.0,1,1600,6,8,17,23,7.25
27,3,23,19.0,1,1600,6,8,16,22,6.75
27,3,11,19.0,1,1600,6,8,4,10,6.83
27,3,28,19.0,1,1600,6,8,16,22,7.0
27,3,11,19.0,1,1600,6,8,16,22,7.42
27,3,28,19.0,1,1600,6,8,4,13,9.67
27,3,11,19.0,1,1600,6,8,4,13,9.83
27,3,11,59.0,2,1700,6,8,4,13,9.83
24,3,23,4.0,1,1700,6,8,4,13,9.58
44,3,11,22.0,1,1900,6,8,6,13,8.25
22,3,11,18.0,1,500,7,8,15,23,9.25
22,3,11,18.0,1,500,7,8,15,23,9.25
39,3,23,75.0,1,800,7,8,13,18,6.17
29,3,23,94.0,1,900,7,8,16,0,9.67
29,3,23,94.0,1,900,7,8,6,13,7.67
42,3,28,68.0,1,1000,7,8,4,10,6.42
42,3,28,68.0,1,1000,7,8,10,17,8.0
22,3,28,18.0,1,1100,7,8,5,10,6.33
5,3,23,11.0,1,1200,7,8,16,23,7.5
5,3,28,11.0,1,1300,7,8,16,23,7.58
2,3,11,5.0,1,1300,7,8,10,15,6.67
2,3,11,5.0,1,1300,7,8,5,10,6.75
7,3,23,94.0,1,1300,7,8,6,11,6.5
42,3,11,68.0,1,1300,7,8,10,17,7.5
35,3,11,91.0,1,900,7,8,5,14,9.67
8,2,11,3.0,1,1000,7,8,14,23,9.25
14,3,11,91.0,1,1000,7,8,5,14,9.67
42,3,11,68.0,1,1100,7,8,10,18,9.0
45,3,23,6.0,1,1100,7,8,5,13,9.33
29,3,23,94.0,1,1100,7,8,5,13,9.42
48,3,28,10.0,1,1200,7,8,12,21,9.75
45,3,11,6.0,1,1200,7,8,5,13,9.25
42,3,23,68.0,1,1300,7,8,4,10,6.92
42,3,23,68.0,1,1300,7,8,10,17,8.25
42,3,11,68.0,1,1300,7,8,14,22,8.67
48,3,28,20.0,1,1400,7,8,13,20,8.25
2,3,28,5.0,1,1400,7,8,10,17,8.67
11,3,11,22.0,1,1400,7,8,7,15,9.5
28,3,28,12.0,1,1400,7,8,12,21,9.5
34,3,11,38.0,1,1500,7,8,4,13,10.0
9,3,23,37.0,1,1600,7,8,6,12,6.92
9,3,11,37.0,1,1600,7,8,15,22,7.92
9,3,11,37.0,1,1600,7,8,6,15,9.83
27,3,11,26.0,1,1600,7,8,17,23,7.25
27,3,28,26.0,1,1600,7,8,17,23,7.25
12,3,28,9.0,1,1600,7,8,4,11,7.58
45,3,23,6.0,1,1600,7,8,5,13,9.33
27,3,23,19.0,1,1600,7,8,16,22,6.75
27,3,11,19.0,1,1600,7,8,4,10,6.83
27,3,28,19.0,1,1600,7,8,16,22,7.0
27,3,23,19.0,1,1600,7,8,8,14,7.08
27,3,11,19.0,1,1600,7,8,16,22,7.42
28,3,11,12.0,1,1600,7,8,12,21,9.83
42,3,11,68.0,1,1600,7,8,7,15,9.17
24,3,11,4.0,1,1600,7,8,4,11,8.17
27,3,11,19.0,1,1600,7,8,4,13,9.83
12,3,23,9.0,1,1600,7,8,16,22,7.33
31,3,11,26.0,1,1600,7,8,8,14,7.33
11,3,28,22.0,1,1900,7,8,16,0,8.42
27,3,28,19.0,1,1600,7,8,4,13,9.67
27,3,11,59.0,2,1700,7,8,4,13,9.83
5,3,11,4.0,1,1700,7,8,4,13,9.92
23,3,23,6.0,1,1700,7,8,5,13,9.33
27,3,11,26.0,1,2400,7,8,7,13,7.42
45,3,11,6.0,1,1700,7,8,5,13,9.25
23,3,11,6.0,1,1800,7,8,5,13,9.25
24,3,23,4.0,1,2000,7,8,4,13,9.58
42,3,5,68.0,1,700,6,6,0,9,8.25
22,3,5,18.0,1,800,6,6,5,11,6.67
2,3,5,64.0,1,800,6,6,12,16,4.67
2,3,5,64.0,1,800,6,6,12,18,6.58
2,3,5,64.0,1,800,6,6,12,21,9.75
13,3,5,97.0,1,1000,6,6,4,12,7.5
22,3,5,18.0,1,1100,6,6,15,0,9.58
42,3,5,68.0,1,1100,6,6,7,14,7.83
42,3,5,68.0,1,1100,6,6,4,14,10.0
42,3,5,68.0,1,1100,6,6,10,20,10.0
42,3,5,68.0,1,1300,6,6,16,22,5.67
2,3,5,71.0,1,1400,6,6,7,13,6.17
2,3,5,71.0,1,1500,6,6,7,12,5.25
2,3,5,71.0,1,1500,6,6,7,15,8.58
34,3,5,38.0,1,1500,6,6,4,13,8.83
34,3,5,38.0,1,1500,6,6,4,14,10.0
9,3,5,37.0,1,1600,6,6,6,12,6.5
9,3,5,37.0,1,1600,6,6,15,1,9.58
27,3,5,19.0,1,2400,6,6,4,13,8.25
27,3,5,26.0,1,3500,6,6,7,14,7.33
27,3,5,26.0,1,3500,6,6,7,14,7.5
9,3,5,37.0,1,1500,6,6,6,12,6.5
9,3,5,37.0,1,1500,6,6,15,1,9.58
45,3,5,6.0,1,2100,6,6,5,14,9.08
27,3,5,19.0,1,2300,6,6,4,13,8.25
21,2,5,3.0,1,700,6,6,9,16,7.25
22,3,5,18.0,1,800,6,6,5,11,6.67
2,3,5,64.0,1,800,6,6,12,16,4.67
2,3,5,64.0,1,800,6,6,12,18,6.58
2,3,5,64.0,1,800,6,6,12,21,9.75
22,3,5,18.0,1,900,6,6,15,0,9.58
45,3,5,6.0,1,2600,6,6,5,14,9.08
23,3,5,6.0,1,2700,6,6,5,14,9.08
42,3,5,68.0,1,600,7,6,0,9,8.25
2,3,5,96.0,1,700,7,6,22,7,9.17
42,3,5,68.0,1,700,7,6,7,14,7.83
42,3,5,68.0,1,700,7,6,4,14,10.0
2,3,5,64.0,1,800,7,6,6,12,5.92
2,3,5,64.0,1,800,7,6,6,15,9.08
42,3,5,68.0,1,900,7,6,10,20,10.0
42,3,5,68.0,1,1000,7,6,16,22,5.67
42,3,5,68.0,1,1000,7,6,4,12,7.25
34,3,5,38.0,1,1500,7,6,4,14,10.0
9,3,5,37.0,1,1600,7,6,6,12,6.5
9,3,5,37.0,1,1600,7,6,15,1,9.58
45,3,5,6.0,1,1600,7,6,5,14,9.33
27,3,5,19.0,1,1600,7,6,4,13,8.25
27,3,5,19.0,1,2000,7,6,8,17,9.67
45,3,5,6.0,1,1500,7,6,5,14,9.33
9,3,5,37.0,1,1500,7,6,6,12,6.5
27,3,5,19.0,1,1500,7,6,4,13,8.25
45,3,5,6.0,1,1500,7,6,5,14,9.33
23,3,5,6.0,1,1600,7,6,5,14,9.33
27,3,5,19.0,1,2000,7,6,8,17,9.67
32,3,5,43.0,2,500,7,6,12,22,9.83
2,3,5,64.0,1,800,7,6,6,12,5.92
2,3,5,64.0,1,800,7,6,6,15,9.08
9,3,5,37.0,1,1400,7,6,15,1,9.58
42,3,5,68.0,1,800,6,7,21,2,4.75
42,3,5,68.0,1,800,6,7,20,2,6.67
42,3,5,68.0,1,800,6,7,0,9,8.25
42,3,5,68.0,1,800,6,7,16,2,10.0
29,3,5,94.0,1,800,6,7,11,17,6.58
42,3,5,68.0,1,900,6,7,10,20,10.0
42,3,5,68.0,1,1100,6,7,7,14,7.83
42,3,5,68.0,1,1100,6,7,16,22,5.67
42,3,5,68.0,1,1100,6,7,4,12,7.25
42,3,5,68.0,1,1300,6,7,4,14,10.0
9,3,5,37.0,1,1600,6,7,15,1,9.58
27,3,5,19.0,1,1600,6,7,4,13,8.25
9,3,5,37.0,1,2000,6,7,6,12,6.5
34,3,5,38.0,1,2300,6,7,4,13,8.92
27,3,5,26.0,1,2300,6,7,7,14,7.33
34,3,5,38.0,1,2800,6,7,4,14,10.0
27,3,5,26.0,1,2800,6,7,7,14,7.5
27,3,5,19.0,1,2800,6,7,8,17,9.42
21,2,5,3.0,1,900,6,7,8,15,7.58
42,3,5,68.0,1,1000,6,7,7,14,7.83
21,2,5,3.0,1,1000,6,7,9,15,5.92
42,3,5,68.0,1,1000,6,7,16,22,5.67
42,3,5,68.0,1,1000,6,7,4,12,7.25
42,3,5,68.0,1,1100,6,7,4,14,10.0
9,3,5,37.0,1,1500,6,7,15,1,9.58
27,3,5,19.0,1,1500,6,7,4,13,8.25
45,3,5,6.0,1,1700,6,7,5,14,9.08
45,3,5,6.0,1,1700,6,7,5,14,9.08
23,3,5,6.0,1,1800,6,7,5,14,9.08
9,3,5,37.0,1,1900,6,7,6,12,6.5
34,3,5,38.0,1,2200,6,7,4,13,8.92
27,3,5,26.0,1,2200,6,7,7,14,7.33
22,3,5,18.0,1,400,6,7,15,0,9.58
42,3,5,68.0,1,600,6,7,21,2,4.75
42,3,5,68.0,1,600,6,7,20,2,6.67
22,3,5,18.0,1,600,6,7,5,11,6.67
42,3,5,68.0,1,600,6,7,0,9,8.25
42,3,5,68.0,1,600,6,7,16,2,10.0
42,3,5,68.0,1,700,6,7,10,20,10.0
29,3,5,94.0,1,800,6,7,11,17,6.58
32,3,5,38.0,1,900,6,7,12,22,9.67
27,3,5,19.0,1,2600,6,7,8,17,9.42
2,3,5,64.0,1,600,7,7,5,12,6.92
22,3,5,18.0,1,600,7,7,5,11,6.67
22,3,5,18.0,1,600,7,7,15,0,9.58
42,3,5,68.0,1,600,7,7,21,2,4.75
42,3,5,68.0,1,600,7,7,20,2,6.67
42,3,5,68.0,1,600,7,7,16,2,10.0
2,3,5,92.0,1,700,7,7,19,23,3.92
42,3,5,68.0,1,700,7,7,10,20,10.0
42,3,5,68.0,1,900,7,7,0,9,8.25
42,3,5,68.0,1,1000,7,7,16,22,5.67
42,3,5,68.0,1,1000,7,7,4,12,7.25
2,3,5,64.0,1,1000,7,7,12,18,6.08
2,3,5,64.0,1,1000,7,7,12,21,9.25
2,3,5,96.0,1,1100,7,7,10,15,5.17
2,3,5,96.0,1,1100,7,7,10,18,8.33
42,3,5,68.0,1,1100,7,7,4,14,10.0
42,3,5,68.0,1,1200,7,7,7,14,7.83
2,3,5,70.0,1,1500,7,7,7,15,7.75
34,3,5,38.0,1,1500,7,7,4,14,10.0
9,3,5,37.0,1,1600,7,7,18,1,6.58
9,3,5,37.0,1,1600,7,7,15,1,9.83
34,3,5,38.0,1,2000,7,7,4,13,8.92
27,3,5,19.0,1,2000,7,7,4,13,8.25
9,3,5,37.0,1,2300,7,7,6,12,6.5
45,3,5,6.0,1,2400,7,7,5,14,9.08
27,3,5,19.0,1,2900,7,7,8,17,9.5
27,3,5,26.0,1,5600,7,7,7,14,7.33
27,3,5,26.0,1,5600,7,7,7,14,7.5
27,3,5,19.0,1,1900,7,7,4,13,8.25
9,3,5,37.0,1,2200,7,7,6,12,6.5
45,3,5,6.0,1,2400,7,7,5,14,9.08
27,3,5,19.0,1,2800,7,7,8,17,9.5
23,3,5,6.0,1,2900,7,7,5,14,9.08
27,3,5,26.0,1,5300,7,7,7,14,7.33
2,3,5,64.0,1,500,7,7,5,12,6.92
2,3,5,92.0,1,600,7,7,19,23,3.92
22,3,5,18.0,1,600,7,7,5,11,6.67
21,2,5,3.0,1,1000,7,7,15,22,6.33
2,3,5,64.0,1,1000,7,7,12,18,6.08
2,3,5,96.0,1,1100,7,7,10,15,5.17
22,3,5,18.0,1,600,7,7,15,0,9.58
42,3,5,68.0,1,900,7,7,0,9,8.25
2,3,5,96.0,1,1100,7,7,10,18,8.33
2,3,5,70.0,1,1400,7,7,7,15,7.75
9,3,5,37.0,1,1500,7,7,18,1,6.58
9,3,5,37.0,1,1500,7,7,15,1,9.83
34,3,5,38.0,1,1900,7,7,4,13,8.92
42,3,5,68.0,1,800,6,8,21,2,4.75
42,3,5,68.0,1,800,6,8,14,20,6.17
42,3,5,68.0,1,800,6,8,20,2,6.67
42,3,5,68.0,1,800,6,8,0,9,8.25
42,3,5,68.0,1,800,6,8,10,20,10.0
42,3,5,68.0,1,800,6,8,16,2,10.0
42,3,5,68.0,1,1100,6,8,16,22,5.67
42,3,5,68.0,1,1100,6,8,14,22,8.0
22,3,5,18.0,1,1100,6,8,15,0,9.58
42,3,5,68.0,1,1300,6,8,4,14,10.0
42,3,5,68.0,1,1300,6,8,7,14,7.83
16,3,5,45.0,1,1400,6,8,12,18,6.42
9,3,5,37.0,1,1600,6,8,6,12,6.5
34,3,5,38.0,1,1700,6,8,4,13,8.92
34,3,5,38.0,1,1700,6,8,4,14,10.0
27,3,5,26.0,1,2000,6,8,7,14,7.5
9,3,5,37.0,1,1500,6,8,6,12,6.5
9,3,5,37.0,1,1500,6,8,15,1,9.58
22,3,5,18.0,1,1500,6,8,5,11,6.67
34,3,5,38.0,1,1700,6,8,4,13,8.92
42,3,5,68.0,1,600,6,8,21,2,4.75
42,3,5,68.0,1,600,6,8,14,20,6.17
42,3,5,68.0,1,600,6,8,20,2,6.67
42,3,5,68.0,1,600,6,8,0,9,8.25
42,3,5,68.0,1,600,6,8,10,20,10.0
42,3,5,68.0,1,600,6,8,16,2,10.0
32,3,5,37.0,1,1000,6,8,12,19,7.75
42,3,5,68.0,1,1000,6,8,16,22,5.67
42,3,5,68.0,1,1000,6,8,14,22,8.0
42,3,5,68.0,1,1200,6,8,7,14,7.83
16,3,5,45.0,1,1300,6,8,12,18,6.42
22,3,5,18.0,1,1000,6,8,15,0,9.58
42,3,5,68.0,1,1100,6,8,4,14,10.0
22,3,5,18.0,1,500,7,8,15,0,9.58
2,3,5,64.0,1,600,7,8,5,12,6.92
42,3,5,68.0,1,600,7,8,21,2,4.75
42,3,5,68.0,1,600,7,8,14,20,6.17
42,3,5,68.0,1,600,7,8,20,2,6.67
42,3,5,68.0,1,600,7,8,0,9,8.25
42,3,5,68.0,1,600,7,8,10,20,10.0
42,3,5,68.0,1,600,7,8,16,2,10.0
2,3,5,92.0,1,700,7,8,19,23,3.92
2,3,5,96.0,1,800,7,8,10,15,5.17
29,3,5,94.0,1,800,7,8,11,17,6.58
42,3,5,68.0,1,900,7,8,4,14,10.0
42,3,5,68.0,1,1000,7,8,7,14,7.83
42,3,5,68.0,1,1000,7,8,16,22,5.67
42,3,5,68.0,1,1000,7,8,4,12,7.25
42,3,5,68.0,1,1000,7,8,14,22,8.0
16,3,5,45.0,1,1300,7,8,12,18,6.42
2,3,5,70.0,1,1500,7,8,7,12,5.08
2,3,5,70.0,1,1500,7,8,7,15,7.75
34,3,5,38.0,1,1500,7,8,4,14,10.0
22,3,5,18.0,1,1500,7,8,5,11,6.67
9,3,5,37.0,1,1600,7,8,18,1,6.58
9,3,5,37.0,1,1600,7,8,15,1,9.58
27,3,5,19.0,1,1600,7,8,4,13,8.25
34,3,5,38.0,1,1600,7,8,4,13,8.92
9,3,5,37.0,1,2000,7,8,6,12,6.5
2,3,5,64.0,1,2000,7,8,12,18,6.08
2,3,5,64.0,1,2100,7,8,12,21,9.25
27,3,5,19.0,1,2100,7,8,8,17,9.5
45,3,5,6.0,1,2200,7,8,5,14,9.08
27,3,5,26.0,1,2400,7,8,7,14,7.33
27,3,5,26.0,1,2400,7,8,7,14,7.5
9,3,5,37.0,1,1500,7,8,18,1,6.58
9,3,5,37.0,1,1500,7,8,15,1,9.58
27,3,5,19.0,1,1500,7,8,4,13,8.25
9,3,5,37.0,1,1900,7,8,6,12,6.5
27,3,5,19.0,1,2100,7,8,8,17,9.5
45,3,5,6.0,1,2200,7,8,5,14,9.08
27,3,5,26.0,1,2400,7,8,7,14,7.33
27,3,5,26.0,1,2400,7,8,7,14,7.5
23,3,5,6.0,1,2700,7,8,5,14,9.08
22,3,5,18.0,1,500,7,8,15,0,9.58
2,3,5,92.0,1,600,7,8,19,23,3.92
31,3,5,26.0,1,700,7,8,8,12,4.33
2,3,5,64.0,1,500,7,8,5,12,6.92
2,3,5,70.0,1,1400,7,8,7,12,5.08
42,3,5,68.0,1,900,7,8,4,14,10.0
42,3,5,68.0,1,1000,7,8,7,14,7.83
8,2,5,3.0,1,1100,7,8,8,14,6.17
16,3,5,45.0,1,1300,7,8,12,18,6.42
22,3,5,18.0,1,1300,7,8,5,11,6.67
7,3,9,94.0,1,800,6,6,6,11,6.5
29,3,13,94.0,1,800,6,6,5,12,8.17
25,3,9,104.0,1,1200,6,6,10,18,8.83
42,3,9,68.0,1,1300,6,6,7,14,8.0
12,3,9,19.0,1,1300,6,6,4,10,6.75
12,3,9,26.0,1,1500,6,6,17,22,6.5
12,3,9,26.0,1,1500,6,6,7,12,6.58
12,3,9,19.0,1,1500,6,6,8,13,6.92
42,3,9,68.0,1,1800,6,6,10,18,8.83
9,3,9,37.0,1,2400,6,6,6,14,8.75
27,3,9,19.0,1,2400,6,6,4,10,6.75
9,3,9,37.0,1,2700,6,6,15,23,8.83
27,3,9,19.0,1,2700,6,6,16,22,7.08
27,3,9,26.0,1,5600,6,6,7,12,6.58
9,3,9,37.0,1,2200,6,6,6,14,8.75
27,3,9,19.0,1,2300,6,6,4,10,6.75
9,3,9,37.0,1,2600,6,6,15,23,8.83
25,3,9,104.0,1,2700,6,6,10,18,8.83
27,3,9,26.0,1,3400,6,6,7,16,9.83
27,3,9,19.0,1,4500,6,6,8,13,6.92
27,3,9,26.0,1,5400,6,6,7,12,6.58
27,3,9,83.0,2,5400,6,6,7,13,7.67
24,3,9,4.0,1,6400,6,6,4,13,9.38
7,3,9,94.0,1,700,6,6,6,11,6.5
42,3,9,68.0,1,1200,6,6,7,14,8.0
25,3,9,104.0,1,1100,6,6,10,18,8.83
27,3,9,19.0,1,1300,6,6,4,10,6.75
12,3,9,19.0,1,1300,6,6,4,10,6.75
42,3,9,68.0,1,1600,6,6,10,18,8.83
27,3,9,26.0,1,1700,6,6,7,12,6.58
27,3,9,19.0,1,1700,6,6,8,13,6.92
12,3,9,26.0,1,700,7,6,17,22,6.5
2,3,9,5.0,1,700,7,6,5,10,6.25
7,3,9,94.0,1,700,7,6,6,11,6.5
29,3,13,94.0,1,800,7,6,5,12,8.17
25,3,9,104.0,1,900,7,6,10,18,8.83
42,3,9,68.0,1,900,7,6,7,14,8.0
42,3,9,68.0,1,900,7,6,10,18,8.83
12,3,9,19.0,1,1000,7,6,16,22,7.08
12,3,9,26.0,1,1300,7,6,7,16,9.83
2,3,9,5.0,1,1500,7,6,10,16,7.42
9,3,9,37.0,1,1600,7,6,6,14,8.75
9,3,9,37.0,1,1600,7,6,15,23,8.83
27,3,9,26.0,1,1600,7,6,17,22,6.5
27,3,9,19.0,1,1700,7,6,8,13,6.92
27,3,9,19.0,1,1700,7,6,16,22,7.08
27,3,9,26.0,1,2500,7,6,7,16,9.83
27,3,9,26.0,1,5700,7,6,7,12,6.58
27,3,9,83.0,2,5800,7,6,7,13,7.67
27,3,9,26.0,1,1200,7,6,7,12,6.58
12,3,9,26.0,1,1300,7,6,7,12,6.58
24,3,9,4.0,1,1400,7,6,4,12,8.38
2,3,9,5.0,1,1500,7,6,10,16,7.42
9,3,9,37.0,1,1600,7,6,6,14,8.75
9,3,9,37.0,1,1600,7,6,15,23,8.83
27,3,9,19.0,1,1600,7,6,4,10,6.75
27,3,9,19.0,1,1600,7,6,8,13,6.92
27,3,9,26.0,1,2400,7,6,7,16,9.83
27,3,9,83.0,2,2500,7,6,7,13,7.67
2,3,9,5.0,1,2500,7,6,5,10,6.25
25,3,9,104.0,1,2700,7,6,10,18,8.83
7,3,9,94.0,1,700,7,6,6,11,6.5
2,3,9,5.0,1,700,7,6,5,10,6.25
32,3,13,37.0,1,500,7,6,12,20,9.58
48,3,9,20.0,1,700,7,6,13,20,8.75
42,3,9,68.0,1,900,7,6,7,14,8.0
42,3,9,68.0,1,900,7,6,10,18,8.83
25,3,9,104.0,1,900,7,6,10,18,8.83
27,3,9,19.0,1,1100,7,6,8,13,6.92
27,3,9,19.0,1,1200,7,6,4,10,6.75
27,3,9,26.0,1,5400,7,6,7,12,6.58
2,3,9,5.0,1,600,6,7,5,10,6.25
7,3,9,94.0,1,800,6,7,5,11,7.25
42,3,9,68.0,1,900,6,7,7,14,8.0
29,3,13,94.0,1,900,6,7,5,12,8.17
5,3,9,11.0,1,900,6,7,7,15,8.72
12,3,9,26.0,1,1000,6,7,17,22,6.5
12,3,9,26.0,1,1000,6,7,7,16,9.83
12,3,9,26.0,1,1100,6,7,7,12,6.58
42,3,9,68.0,1,1100,6,7,10,18,8.83
12,3,9,19.0,1,1100,6,7,4,10,6.75
12,3,9,19.0,1,1100,6,7,8,13,6.92
25,3,9,104.0,1,1300,6,7,10,18,8.83
27,3,9,19.0,1,2400,6,7,8,13,6.92
27,3,9,19.0,1,1000,6,7,4,10,6.75
27,3,9,19.0,1,1000,6,7,8,13,6.92
12,3,9,19.0,1,1100,6,7,8,13,6.92
25,3,9,104.0,1,1200,6,7,10,18,8.83
27,3,9,19.0,1,1600,6,7,4,10,6.75
27,3,9,26.0,1,1600,6,7,17,22,6.5
27,3,9,26.0,1,1700,6,7,7,16,9.83
2,3,9,32.0,2,1700,6,7,5,12,8.67
